"service_id","date","exception_type"
"GO204_1727","20170429","1"
"GO204_1727","20170430","1"
"GO204_1727","20170506","1"
"GO204_1727","20170507","1"
"GO204_1727","20170513","1"
"GO204_1727","20170514","1"
"GO204_1727","20170520","1"
"GO204_1727","20170521","1"
"GO204_1728","20170306","1"
"GO204_1728","20170307","1"
"GO204_1728","20170308","1"
"GO204_1728","20170309","1"
"GO204_1728","20170310","1"
"GO204_1728","20170313","1"
"GO204_1728","20170314","1"
"GO204_1728","20170315","1"
"GO204_1728","20170316","1"
"GO204_1728","20170317","1"
"GO204_1728","20170320","1"
"GO204_1728","20170321","1"
"GO204_1728","20170322","1"
"GO204_1728","20170323","1"
"GO204_1728","20170324","1"
"GO204_1728","20170327","1"
"GO204_1728","20170328","1"
"GO204_1728","20170329","1"
"GO204_1728","20170330","1"
"GO204_1728","20170331","1"
"GO204_1728","20170403","1"
"GO204_1728","20170404","1"
"GO204_1728","20170405","1"
"GO204_1728","20170406","1"
"GO204_1728","20170407","1"
"GO204_1728","20170410","1"
"GO204_1728","20170411","1"
"GO204_1728","20170412","1"
"GO204_1728","20170413","1"
"GO204_1728","20170414","1"
"GO204_1728","20170417","1"
"GO204_1728","20170418","1"
"GO204_1728","20170419","1"
"GO204_1728","20170420","1"
"GO204_1728","20170421","1"
"GO204_1728","20170424","1"
"GO204_1728","20170425","1"
"GO204_1728","20170426","1"
"GO204_1728","20170427","1"
"GO204_1728","20170428","1"
"GO204_1728","20170501","1"
"GO204_1728","20170502","1"
"GO204_1728","20170503","1"
"GO204_1728","20170504","1"
"GO204_1728","20170505","1"
"GO204_1728","20170508","1"
"GO204_1728","20170509","1"
"GO204_1728","20170510","1"
"GO204_1728","20170511","1"
"GO204_1728","20170512","1"
"GO204_1728","20170515","1"
"GO204_1728","20170516","1"
"GO204_1728","20170517","1"
"GO204_1728","20170518","1"
"GO204_1728","20170519","1"
"GO204_1729","20170307","1"
"GO204_1729","20170308","1"
"GO204_1729","20170309","1"
"GO204_1729","20170310","1"
"GO204_1729","20170314","1"
"GO204_1729","20170315","1"
"GO204_1729","20170316","1"
"GO204_1729","20170317","1"
"GO204_1729","20170321","1"
"GO204_1729","20170322","1"
"GO204_1729","20170323","1"
"GO204_1729","20170324","1"
"GO204_1729","20170328","1"
"GO204_1729","20170329","1"
"GO204_1729","20170330","1"
"GO204_1729","20170331","1"
"GO204_1729","20170404","1"
"GO204_1729","20170405","1"
"GO204_1729","20170406","1"
"GO204_1729","20170407","1"
"GO204_1729","20170411","1"
"GO204_1729","20170412","1"
"GO204_1729","20170413","1"
"GO204_1729","20170414","1"
"GO204_1729","20170418","1"
"GO204_1729","20170419","1"
"GO204_1729","20170420","1"
"GO204_1729","20170421","1"
"GO204_1729","20170425","1"
"GO204_1729","20170426","1"
"GO204_1729","20170427","1"
"GO204_1729","20170428","1"
"GO204_1729","20170502","1"
"GO204_1729","20170503","1"
"GO204_1729","20170504","1"
"GO204_1729","20170505","1"
"GO204_1729","20170509","1"
"GO204_1729","20170510","1"
"GO204_1729","20170511","1"
"GO204_1729","20170512","1"
"GO204_1729","20170516","1"
"GO204_1729","20170517","1"
"GO204_1729","20170518","1"
"GO204_1729","20170519","1"
"GO204_1730","20170317","1"
"GO204_1731","20170326","1"
"GO204_1732","20170409","1"
"GO204_1732","20170423","1"
"GO204_1733","20170403","1"
"GO204_1733","20170404","1"
"GO204_1733","20170405","1"
"GO204_1733","20170406","1"
"GO204_1733","20170407","1"
"GO204_1734","20170306","1"
"GO204_1734","20170307","1"
"GO204_1734","20170308","1"
"GO204_1734","20170309","1"
"GO204_1734","20170310","1"
"GO204_1734","20170313","1"
"GO204_1734","20170314","1"
"GO204_1734","20170315","1"
"GO204_1734","20170316","1"
"GO204_1734","20170317","1"
"GO204_1734","20170320","1"
"GO204_1734","20170321","1"
"GO204_1734","20170322","1"
"GO204_1734","20170323","1"
"GO204_1734","20170324","1"
"GO204_1734","20170327","1"
"GO204_1734","20170328","1"
"GO204_1734","20170329","1"
"GO204_1734","20170330","1"
"GO204_1734","20170331","1"
"GO204_1734","20170410","1"
"GO204_1734","20170411","1"
"GO204_1734","20170412","1"
"GO204_1734","20170413","1"
"GO204_1734","20170414","1"
"GO204_1734","20170417","1"
"GO204_1734","20170418","1"
"GO204_1734","20170419","1"
"GO204_1734","20170420","1"
"GO204_1734","20170421","1"
"GO204_1734","20170424","1"
"GO204_1734","20170425","1"
"GO204_1734","20170426","1"
"GO204_1734","20170427","1"
"GO204_1734","20170428","1"
"GO204_1734","20170501","1"
"GO204_1734","20170502","1"
"GO204_1734","20170503","1"
"GO204_1734","20170504","1"
"GO204_1734","20170505","1"
"GO204_1734","20170508","1"
"GO204_1734","20170509","1"
"GO204_1734","20170510","1"
"GO204_1734","20170511","1"
"GO204_1734","20170512","1"
"GO204_1734","20170515","1"
"GO204_1734","20170516","1"
"GO204_1734","20170517","1"
"GO204_1734","20170518","1"
"GO204_1734","20170519","1"
"GO204_1735","20170322","1"
"GO204_1735","20170329","1"
"GO204_1736","20170405","1"
"GO204_1736","20170406","1"
"GO204_1736","20170407","1"
"GO204_1736","20170418","1"
"GO204_1736","20170419","1"
"GO204_1736","20170420","1"
"GO204_1736","20170421","1"
"GO204_1736","20170425","1"
"GO204_1736","20170426","1"
"GO204_1736","20170505","1"
"GO204_1736","20170508","1"
"GO204_1736","20170509","1"
"GO204_1736","20170519","1"
"GO204_1737","20170306","1"
"GO204_1737","20170307","1"
"GO204_1737","20170308","1"
"GO204_1737","20170309","1"
"GO204_1737","20170310","1"
"GO204_1737","20170313","1"
"GO204_1737","20170314","1"
"GO204_1737","20170315","1"
"GO204_1737","20170316","1"
"GO204_1737","20170317","1"
"GO204_1737","20170320","1"
"GO204_1737","20170321","1"
"GO204_1737","20170323","1"
"GO204_1737","20170324","1"
"GO204_1737","20170327","1"
"GO204_1737","20170328","1"
"GO204_1737","20170330","1"
"GO204_1737","20170331","1"
